,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
2154,bob dylan,my back pages,1964,pop,crimson flame tie ears roll high mighty trap pounce flame roads ideas map meet edge soon say proud neath heat brow older younger halfwracked prejudice leap forth hate scream lie life black white speak skull dream romantic facts musketeers foundationed deep older younger girls face form forward path phony jealousy memorize politics ancient history fling corpse evangelists unthought older younger selfordained professor tongue fool spout liberty equality school equality speak word wed older younger soldier stance aim hand mongrel dog teach fear enemy instant preach existence confusion boat mutiny older younger guard stand hard abstract threats neglect deceive think protect good define term clear doubt older younger,107,0.001385042,0.49695486,0.060556384,0.001385042,0.001385042,0.001385042,0.001385042,0.001385042,0.001385042,0.001385042,0.257704259,0.128088162,0.001385042,0.001385042,0.001385042,0.001385042,0.412975198,0.703304874,0.675702486,0,0.329142622,0.446429158,violence,0.8
2155,the everly brothers,"gone, gone, gone",1964,pop,baby baby cause go go go go go move cause wrong meet baby walk street baby walk go go go go move cause wrong change baby stay baby better hurry want go go go go go move cause wrong,39,0.188055382,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.190770224,0.001349528,0.001349528,0.098908688,0.001349528,0.001349528,0.001349528,0.001349528,0.41129933,0.603595798,0.657128939,0.303212152,1.01E-05,0.751648805,0.814809031,feelings,0.8
2156,bob dylan,only a pawn in their game,1964,pop,bullet bush take medgar evers blood finger fire trigger handle dark hand spark eye take brain blame pawn game south politician preach poor white black complain better bear white skin explain negro plain politician gain rise fame poor white remain caboose train blame pawn game deputy sheriffs soldier governors pay marshal cop poor white hand like tool teach school start rule laws protect white skin hate think straight bout shape blame pawn game poverty shack look crack track hoof beat pound brain teach walk pack shoot fist clinch hang lynch hide neath hood kill pain like chain agot blame pawn game today medgar evers bury bullet catch lower shadowy set fire grave stone remain carve epitaph plain pawn game,119,0.000773994,0.524521585,0.000773994,0.000773994,0.000773994,0.000773994,0.000773994,0.000773994,0.240926568,0.000773994,0.000773994,0.000773994,0.076247188,0.000773994,0.123380051,0.000773994,0.551608361,0.594441453,0.819276927,0,0.644476505,0.207182447,violence,0.8
2158,bob dylan,all i really want to do,1964,pop,lookin compete beat cheat mistreat simplify classify defy crucify want baby friends lookin fight frighten uptighten drag drain chain bring want baby friends lookin block shock knock lock analyze categorize finalize advertise want baby friends wanta straightface race track disgrace displace define confine want baby friends wanta meet spin select dissect inspect reject want baby friends wanta fake shake forsake lookin feel like like like want baby friends,68,0.158360583,0.082961952,0.001283697,0.001283697,0.001283697,0.001283697,0.001283697,0.001283697,0.578292405,0.001283697,0.001283697,0.001283697,0.001283697,0.001283697,0.001283697,0.016961095,0.287338893,0.73455888,0.796184534,0,0.329142622,0.434416771,obscene,0.8
2159,dionne warwick,anyone who had a heart,1964,pop,love look know dream look know dream know heart arm couldn heart hurt like hurt untrue time away time goodbye dear love dear,23,0.00228833,0.00228833,0.00228833,0.065775385,0.00228833,0.00228833,0.371146616,0.144859907,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.111557654,0.274623824,0.00228833,0.480125636,0.323693049,0.913654532,2.64E-06,0.294105523,0.047718007,romantic,0.8
2160,the supremes,when the lovelight starts shining through his eyes,1964,pop,give pass treat unkind mind tell word stand kind bold act cold lovelight start shin eye realize apologize place kiss face know know heart quickly apologize hop hadn change mind word turn walk away lovelight start shin eye realize felt inside place kiss face know know heart oohwa ask walk hop sweet things instead smile kind nice hold hand kind tight lovelight start shin eye realize felt inside place kiss face know know heart lovelight start shin eye realize felt inside place kiss face,84,0.000720981,0.000720981,0.000720981,0.000720981,0.000720981,0.000720981,0.150477176,0.260480922,0.000720981,0.000720981,0.000720981,0.117410791,0.000720981,0.03574579,0.425791595,0.000720981,0.25809596,0.727303028,0.640561888,0.001680162,0.690849134,0.838833805,sadness,0.8
2163,bobby vinton,laughing on the outside (crying on the inside),1964,pop,night wake dream plain morning woodland spring hear echo crash tree fell knees wear southern grey call beat grind cry pain door watch slip away brother helpless prayers vain night wake,31,0.002192982,0.160804571,0.002192982,0.002192983,0.002192982,0.049292863,0.002192982,0.002192982,0.002192983,0.133672795,0.002192983,0.303824282,0.002192983,0.002192983,0.321703733,0.002192983,0.27867432,0.641309643,0.849397439,0,0.377576257,0.364344512,sadness,0.8
2168,bob dylan,the lonesome death of hattie carroll,1964,pop,zanzinger kill poor cane twirl ring finger baltimore hotel society gatherin cop call weapon take ride custody station book zanzinger firstdegree murder philosophize disgrace criticize fear away face time tear zanzinger twentyfour years own tobacco farm acres wealthy parent provide protect high office relations politics maryland react deed shrug shoulder swear word sneer tongue asnarling matter minutes bail walk philosophize disgrace criticize fear away face time tear maid kitchen fiftyone years give birth children carry dish take garbage head table talk people table clean food table empty ashtrays level kill blow slay cane sail come room doom determine destroy gentle nothin zanzinger philosophize disgrace criticize fear away face time tear courtroom judge pound gavel equal court level string book pull persuade nobles properly handle cop chase catch ladder star person kill reason happen feelin warnin speak cloak deep distinguish hand strongly penalty repentance zanzinger sixmonth sentence philosophize disgrace criticize fear bury deep face time tear,155,0.000785546,0.46220511,0.000785546,0.052747752,0.000785546,0.000785546,0.000785546,0.000785546,0.067761532,0.000785546,0.112408227,0.048599716,0.043428372,0.000785546,0.203422739,0.000785546,0.499620925,0.596005435,0.887550088,0,0.218878813,0.177151479,violence,0.8
2169,simon & garfunkel,he was my brother,1964,pop,brother years older brother twentythree years die freedom rider curse brother face home outsider gonna buryin place singin knees angry trail shoot brother dead hat wrong brother tear bring brother die brothers free die brothers free,36,0.001949318,0.333234592,0.001949318,0.001949318,0.001949318,0.345312086,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.253003175,0.001949318,0.001949318,0.001949318,0.132459656,0.561879855,0.632529752,1.34E-05,0.501236603,0.302280512,violence,0.8
2170,simon & garfunkel,the sun is burning,1964,pop,burn strand cloud slowly drift lazy be join flower tree burn little kid home rest couple holdin hand waitin dark sink children playin know time high spot appear little blossom bloom draw near sink come earth shroud mushroom cloud death death come blind flash hellish heat leave smear come earth disappear darkness anger pain fear twist sightless wreck grope knees pain disappear,62,0.001119821,0.336333613,0.001119821,0.016677972,0.001119821,0.070108986,0.001119821,0.001119821,0.131923821,0.001119821,0.001119821,0.377890937,0.052506998,0.001119821,0.001119821,0.001119821,0.554857576,0.484655027,0.837349234,6.14E-06,0.480626546,0.19116593,violence,0.8
2171,bob dylan,one too many mornings,1964,pop,street dog barkin agettin dark night come afalling dog lose bark silent night shatter sound inside mind mornings thousand crossroads doorstep eye start fade turn head room lay gaze street sidewalk sign mornings thousand restless hungry feel mean good asayin good right right mornings thousand,45,0.001814882,0.34300163,0.001814882,0.193823561,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.091183179,0.244070806,0.001814882,0.001814882,0.001814882,0.102512474,0.447633489,0.496705382,0.788152398,0.008036437,0.233305853,0.115087478,violence,0.8
2172,the everly brothers,bird dog,1964,pop,joker funny joker joke jokin funny joker tryin steal baby sing song like sing sweetest song hear sing howl prowl want away puppy baby away quail wrong trail better leave lovey away chick better away quick better chicken little kiss teacher tiptoe reach teachers want teacher baby away quail wrong trail better leave lovey away chick better away quick better chicken little,62,0.078896275,0.001283697,0.001283697,0.001283697,0.001283697,0.056732729,0.029359842,0.001283697,0.312516343,0.193490413,0.001283697,0.001283697,0.001283697,0.001283697,0.261522721,0.001283697,0.64583559,0.681511679,0.688754708,2.21E-06,0.970115416,0.706697547,obscene,0.8
2174,sam cooke,the best things in life are free,1964,pop,moon belong best things life free star belong cling flower spring robins sing sunbeams shine come best things life free moon belong best things life free star belong glitter flower spring robins sing sunbeams shine come best things life free good things better things best best things life free,49,0.001196172,0.001196172,0.478084334,0.001196172,0.001196172,0.001196172,0.001196172,0.001196172,0.001196172,0.209352347,0.001196172,0.152356246,0.119488392,0.001196172,0.001196172,0.023972269,0.588432795,0.71397072,0.165661813,0,0.796990932,0.692683095,world/life,0.8
2175,jay & the americans,let's lock the door (and throw away the key),1964,pop,lock door throw away shom doobydum doobydumdum kiss little minute party week moment eye look right forget speak soda start tastin like wine wish home come lock door throw away shom doobydum doobydumdum kiss little minute start talk smile sorta like know felt move little closer know heart startin melt want word come come lock door throw away shom doobydum doobydumdum kiss little minute ahhhhh yeah yeah kiss lips like kiss oughta know sayin come lock door throw away shom doobydum doobydumdum kiss little minute,85,0.072346295,0.000785546,0.000785546,0.080778959,0.032595112,0.090417714,0.13856645,0.000785546,0.157842829,0.000785546,0.000785546,0.000785546,0.000785546,0.072409173,0.331793287,0.000785546,0.640420232,0.669768992,0.696786844,0,0.835119538,0.649638707,sadness,0.8
2181,the supremes,where did our love go,1964,pop,baby baby baby leave leave burn burn yearn feelin inside deep inside hurt come heart tenderly burn sting like surrender helplessly wanna leave wanna leave baby baby want want baby baby baby promise forever burn burn yearn feelin inside deep inside hurt heart perfect wanna leave baby baby baby baby baby baby leave leave baby baby,56,0.410892333,0.001031992,0.001031992,0.001031992,0.001031992,0.001031992,0.001031992,0.001031992,0.001031992,0.001031992,0.001031992,0.088351373,0.001031992,0.033216931,0.332105068,0.001031992,0.610094227,0.786759993,0.611445393,1.03E-06,0.701154163,0.633622191,sadness,0.8
2183,the searchers,don't throw your love away,1964,pop,throw away throw away need someday throw dream away need someday lovers today throw dream away play away throw away throw away need someday lovers today throw dream away play away better throw away throw away throw away need someday throw away throw awayay,44,0.001196172,0.001196172,0.001196172,0.001196172,0.074762886,0.001196172,0.001196172,0.001196172,0.036982086,0.001196172,0.001196172,0.001196172,0.001196172,0.001196172,0.869116271,0.001196172,0.51695007,0.726867164,0.581324881,0,0.803173949,0.682672772,sadness,0.8
2191,the beach boys,all summer long (stereo),1964,pop,sittin outside house sittin outside house member spill coke blouse tshirts cutoffs pair thongs tshirts cutoffs pair thongs have summer long summer long summer long free long summer time summer time miniature golf hondas hill miniature golf hondas hill ride horse thrill hear song hear song have summer long long till summer time summer time hear song hear song have summer long have summer long have summer long have summer long have summer long have summer long,77,0.000907441,0.000907441,0.000907441,0.379709213,0.000907441,0.000907441,0.020354534,0.000907441,0.000907441,0.431506952,0.135476842,0.000907441,0.020248285,0.000907441,0.000907441,0.000907441,0.529946929,0.657513525,0.328312579,1.41E-05,0.868095631,0.638627353,music,0.8
2194,dionne warwick,walk on by,1964,pop,walk street start time meet walk walk believe tear grieve private cause time break walk stop walk stop walk lose break blue lyric commercial,24,0.00228833,0.00228833,0.00228833,0.064623182,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.030001127,0.150762841,0.00228833,0.00228833,0.00228833,0.510073548,0.00228833,0.691324597,0.682767992,0.721887271,8.70E-05,0.515663644,0.330309415,sadness,0.8
2195,brenda lee,rockin' around the christmas tree,1964,pop,rockin christmas tree christmas party mistletoe hang couple try stop rockin christmas tree christmas spirit ring later pumpkin carol sentimental feel hear voice sing jolly deck halls boughs rockin christmas tree holiday dance fashion sentimental feel hear voice sing jolly deck halls boughs rockin christmas tree holiday dance fashion,49,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.084997931,0.366688241,0.156383329,0.146252955,0.096743962,0.00228833,0.00228833,0.083464939,0.57110365,0.689895649,0.616465478,0,0.901071723,0.472455997,music,0.8
2196,the searchers,needles and pins,1964,pop,today face face love know away knees pray away begin needle pin pride tear gotta hide think smart heart think worse ahead instead knees yeah begin feel needle pin hurtin hurtin stop tell wrong wrong wrong stand tell strong today face face love know away knees pray away begin needle pin pride tear gotta hide needle pin needle pin needle pin,61,0.001144165,0.001144165,0.001144165,0.001144165,0.025594455,0.001144165,0.047980342,0.212738769,0.001144165,0.001144165,0.001144165,0.001144165,0.001144165,0.001144165,0.630054525,0.001144165,0.545109932,0.747455324,0.054818328,2.99E-05,0.889736191,0.953952516,sadness,0.8
2197,dusty springfield,wishin' and hopin',1964,pop,wishin hopin thinkin prayin plannin dreamin night charm arm lookin share gotta hold kiss care care things like wear hair cause thinkin prayin wishin hopin wishin hopin thinkin prayin plannin dreamin kiss start heart thinkin great true gotta hold kiss squeeze yeah gotta care things like wear hair cause thinkin prayin wishin hopin wishin hopin thinkin prayin plannin dreamin kiss start heart thinkin great true gotta hold kiss squeeze yeah,70,0.001119821,0.001119821,0.001119821,0.001119821,0.049154127,0.001119821,0.356038055,0.068317196,0.325161078,0.001119821,0.001119821,0.001119821,0.032688196,0.111328355,0.001119821,0.001119821,0.67291238,0.655667513,0.232930957,0,0.704245672,0.374354835,romantic,0.8
2199,jay & the americans,this magic moment,1964,pop,magic moment different like kiss happen take surprise know felt look eye sweeter wine sweeter wine softer summer night softer summer night want hold tight magic moment magic moment lips close forever forever till time magic moment whoaohohohoh ohohohohoh magic moment ohohohoh sweeter wine sweeter wine softer summer night softer summer night want hold tight magic moment magic moment lips close forever magic moment forever till time magic whoaohohohoh magic whoaohohohoh magic ohohohoh moment ohohohoh magic ohohohoh magic ohohohohoh magic ohohohoh moment magic ohohoh magic ohohoh magic ohohoh moment,89,0.000762777,0.000762777,0.000762777,0.050613189,0.000762777,0.000762777,0.319638477,0.000762777,0.000762777,0.000762777,0.000762777,0.526029599,0.000762777,0.000762777,0.000762777,0.000762777,0.493122495,0.63082327,0.541164198,1.99E-05,0.768136851,0.533518965,romantic,0.8
2202,the beach boys,"fun, fun, fun (mono)",1964,pop,daddy cruise hamburger stand forget library like tell radio blast go cruise fast daddy take tbird away daddy take tbird away girls stand cause walk look drive like walk like walk like make indy look like race look like look like guy catch lead wild drive like drive like daddy take tbird away daddy take tbird away know gettin wise shouldn lie shouldn lie take key think shouldn lie shouldn lie come cause gotta things shouldn lie shouldn lie daddy take tbird away daddy take tbird away daddy take tbird away daddy take tbird away daddy take tbird away daddy take tbird away daddy take tbird away daddy take tbird away daddy take tbird away daddy take tbird away daddy take tbird away daddy take tbird away,127,0.000542594,0.000542594,0.000542594,0.000542594,0.000542594,0.192853017,0.000542594,0.000542594,0.000542594,0.000542594,0.138907155,0.000542594,0.000542594,0.150152272,0.495654581,0.000542594,0.493122495,0.752352383,0.195782325,0,0.975267931,0.79679045,sadness,0.8
2203,the everly brothers,bye bye love,1964,pop,happiness hello loneliness think gonna sweet caress hello emptiness feel like goodbye go baby sure look sure blue baby till step goodbye romance happiness hello loneliness think gonna sweet caress hello emptiness feel like goodbye romance count star reason free lovin baby happiness hello loneliness think gonna sweet caress hello emptiness feel like goodbye goodbye goodbye,56,0.088026682,0.001096491,0.077990383,0.001096491,0.001096491,0.001096491,0.301983666,0.08668046,0.001096491,0.023888407,0.001096491,0.001096491,0.121603228,0.111417986,0.001096491,0.091192101,0.525614643,0.678947773,0.726907356,0,0.8928277,0.523508642,romantic,0.8
2204,the supremes,come see about me,1964,pop,cry cause lonely smile turn tear tear away fear gonna return ease burn keep cry baby keep sighin baby hurry come come baby come give friends friends go peace shall come matter gonna cry baby gonna sighin baby come hurry come come baby come life uncertain arm maybe reach heart say keep cry baby cry baby hurry come come baby come know lonely come come baby come hurry hurry come,70,0.421383263,0.000835422,0.035968924,0.000835422,0.000835422,0.000835422,0.000835422,0.065866708,0.000835422,0.000835422,0.000835422,0.000835422,0.03766479,0.000835422,0.376650077,0.000835422,0.723816744,0.614593749,0.729919408,0,0.88561418,0.504489029,sadness,0.8
2206,mary wells,my guy,1964,pop,tear away cause stick like glue stick like stamp letter like bird feather stick tellin start tear apart untrue tell give word faithful gonna best believe deceive matter opinion think top opinion cream crop matter taste exact ideal matter fact muscle bind hand handsome face place movie come today away muscle bind hand handsome face place movie come today away today away tell today away,65,0.001144165,0.150139734,0.194527056,0.001144165,0.001144165,0.001144165,0.001144165,0.166875449,0.001144165,0.053765689,0.001144165,0.001144165,0.001144165,0.064331803,0.33151397,0.001144165,0.681576952,0.712945158,0.559236505,4.68E-05,0.913437758,0.581568513,sadness,0.8
2209,the supremes,baby love,1964,pop,baby baby need need treat break heart leave tell wrong stay away long cause baby baby miss miss kiss instead break kiss make throw away arm stay need need baby baby baby baby separate life love like need need hold feel warm embrace throw away like loneliness best baby need need like true deep baby baby till hurtin till hurtin baby throw away throw away,65,0.238686647,0.000862813,0.027326712,0.000862813,0.115423462,0.000862813,0.166264987,0.033994879,0.000862813,0.000862813,0.000862813,0.000862813,0.000862813,0.058650978,0.312826758,0.037334636,0.563522149,0.676640258,0.785140347,0,0.712489695,0.636625288,sadness,0.8
2212,the everly brothers,('til) i kissed you,1964,pop,felt like kiss exist kiss mind time know miss kiss kiss yeah things change kiss life kiss yeah live know miss kiss kiss yeah realize realize kiss live know miss kiss kiss yeah realize realize kiss live know miss kiss kiss yeah kiss kiss yeah kiss,46,0.001144165,0.001144165,0.206147654,0.001144165,0.136167181,0.001144165,0.505822351,0.134700342,0.001144165,0.001144165,0.001144165,0.001144165,0.001144165,0.001144165,0.001144165,0.001144165,0.494205567,0.614516832,0.402609842,0,0.698062655,0.432414706,romantic,0.8
2220,little anthony & the imperials,i'm on the outside (looking in),1964,pop,outside look wanna wanna inside wiith somebody know cause outside look wanna wanna leave outside guess leave payayay go away go away aaand leave like tear eye think surprise surprise outside look gotta gotta heart dear wait till outside look wait till outside look outside look look wanna wanna wanna look,51,0.001074114,0.001074114,0.001074114,0.001074114,0.001074114,0.001074114,0.05055976,0.001074114,0.001074114,0.001074114,0.001074114,0.001074114,0.001074114,0.200347374,0.388795245,0.056510895,0.355572403,0.591108376,0.847389405,0,0.192085738,0.231207221,sadness,0.8
2221,the everly brothers,devoted to you,1964,pop,darlin count till dry devote endless time charm sublime guess know devote hurt untrue reason unhappy blue years grow like river flow devote hurt untrue reason unhappy blue years grow like river flow devote,34,0.050019605,0.00228833,0.356123122,0.00228833,0.00228833,0.00228833,0.00228833,0.202389115,0.00228833,0.099033601,0.00228833,0.00228833,0.00228833,0.075223862,0.00228833,0.00228833,0.568937507,0.673537933,0.837349234,0,0.51772465,0.340319738,world/life,0.8
2223,frankie valli & the four seasons,an angel cried,1964,pop,leave cry fade die know reason cloudy go away cloud fill sky like tear fill eye lonely cloudy go away raindrops fell raindrops fell leave cry cry know know know hurt know reason raindrops fell raindrops fell leave cry cry woahoh cry cloudy cloudy go away go away cry cry,50,0.001253133,0.001253133,0.001253133,0.001253133,0.001253133,0.001253133,0.001253133,0.070434438,0.001253133,0.001253133,0.001253133,0.045101467,0.001253133,0.001253133,0.786237484,0.079429618,0.422722842,0.718765223,0.583332915,0,0.673330585,0.570557159,sadness,0.8
2227,jay & the americans,cara mia,1964,pop,goodbye time heart want darling hear prayer fair till time goodbye time heart want darling hear prayer fair till time time heart want darling hear prayer fair till time,29,0.001949318,0.001949318,0.001949318,0.237055944,0.001949318,0.001949318,0.496293197,0.001949318,0.001949318,0.119596089,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.329578685,0.673409738,0.291163947,3.21E-05,0.516694147,0.707698579,romantic,0.8
2232,wayne fontana & the mindbenders,the game of love,1964,pop,purpose woman purpose woman come baby start today come baby play game start long garden say baby come baby start today come baby play game come baby cause time right daddy arm hold tight play game purpose woman purpose woman come baby start today come baby play game purpose woman purpose woman come baby start today come baby play game come baby cause time right daddy arm hold tight play game game game game baby game game baby game,79,0.328809359,0.000720981,0.065991908,0.044689966,0.000720981,0.035599932,0.162730529,0.000720981,0.352805559,0.000720981,0.000720981,0.000720981,0.000720981,0.000720981,0.000720981,0.000720981,0.555940648,0.804015076,0.094979011,0,0.957749382,0.843838967,obscene,0.8
2237,dionne warwick,reach out for me,1964,pop,things people feel small feel heart stop ache accept abuse take darlin reach worry reach confort comfort gonna good friends prove untrue things feel feel reason live feel throw towel give darlin reach,33,0.088823139,0.001949318,0.465918257,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.110769534,0.227589064,0.65991552,0.680332282,0.687750691,0,0.566158285,0.334313544,world/life,0.8
2241,manfred mann,smokestack lightning,1964,pop,smokestack lightning shinin like gold ohhh hear awoo awoo awoo tell baby stay night ohhh hear awoo awoo awoo tell baby matter ohhh hear awoo awoo awoo hear hear hear,30,0.144523679,0.003289474,0.003289474,0.086231914,0.003289474,0.003289474,0.003289474,0.234609797,0.003289474,0.388248061,0.003289474,0.100333917,0.003289474,0.003289475,0.003289474,0.003289474,0.479042565,0.734533241,0.323292493,0.321862348,0.342539159,0.563549933,music,0.8
2244,al hirt,cotton candy,1964,pop,crouch handley armchair quarterback score couch slouch sour dumb manley take word mouth purple diesel cotton burn house wave acapellas shoegaze play touche blue dream yellowcake black haze game equivalent paine ambievalent twain intelligent gucci mane scholarship student financial reduction ideal unit face disguise olympics munich baader meinhof complex like rough slightly abusive take context play tune music record ruthless checketts leave toothless tell croupier check stupid universal music group waitin acoustic kid meals yalls chair boost fuck flip tell whiteboy loop application fold position hold hole ground coldest dead bolsheviks freeze stiff glaciers alaskan fish deadliest catch type stowaway slave ship crustaceans barrel negroes slum cattle funnel barrel time like papillon come squint wink life like remake harder come want tonight corner market rip shit flight workers world unite extra vacation hike bother know hatin eat bacon middle great satan piously pagan memory loss free enterprise stand need tryin hoosegow pufnstuf familiar voice head tell charge cali butt useless aggression like cruise missile hit villagers stick proverbial kill prolly murder,171,0.000877193,0.232775636,0.081468234,0.02909441,0.000877193,0.000877193,0.000877193,0.000877193,0.414567481,0.123823199,0.000877193,0.000877193,0.033653443,0.000877193,0.000877193,0.000877193,0.664247807,0.616132092,0.395581722,0.95242915,0.971145919,0.671661417,obscene,0.8
2245,the dave clark five,bits and pieces,1964,pop,piece bits piece leave say goodbye piece bits piece piece bits piece go away leave misery piece bits piece piece bits piece say love piece bits piece till time piece bits piece game piece bits piece doin leavin pain time go go slow yeah true days say blue piece bits piece go piece bits piece throne piece bits piece nothin right piece bits piece cause night night,67,0.000974659,0.000974659,0.000974659,0.092447835,0.02527827,0.000974659,0.06284492,0.000974659,0.061322641,0.000974659,0.135895852,0.000974659,0.000974659,0.000974659,0.568393589,0.042120986,0.458464204,0.686767685,0.02258938,0.000115385,0.979389942,0.835830709,sadness,0.8
2247,dusty springfield,stay awhile,1964,pop,stay awhile hold stay awhile tell feel tonight yeah stay awhile hurry stay awhile cause worry time sight hate tell good come baby treat right night begin stay awhile yeah yeah hate tell good come baby treat right night begin stay awhile yeah yeah stay awhile,46,0.153040253,0.001349528,0.001349528,0.364795675,0.137083759,0.001349528,0.02655702,0.222860253,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.07811918,0.377233835,0.780734815,0.498995481,0,0.712489695,0.775768773,night/time,0.8
2248,the beach boys,"fun, fun, fun (stereo)",1964,pop,daddy cruise hamburger stand forget library daddy cruise hamburger stand forget library like tell radio blast go cruise fast till daddy take tbird away till daddy take tbird away girls stand cause walk look drive like walk like walk like make indy look like race look like look like guy catch lead wild drive like drive like till daddy take tbird away till daddy take tbird away know gettin wise shouldn lie shouldn lie take key think shouldn lie shouldn lie come cause gotta things shouldn lie shouldn lie daddy take tbird away daddy take tbird away daddy take tbird away daddy take tbird away daddy take tbird away daddy take tbird away daddy take tbird away daddy take tbird away daddy take tbird away daddy take tbird away,129,0.000537057,0.000537057,0.000537057,0.000537057,0.000537057,0.184834164,0.000537057,0.000537057,0.000537057,0.000537057,0.182559714,0.000537057,0.000537057,0.145772343,0.464084437,0.000537057,0.479042565,0.670538164,0.144577454,2.53E-06,0.978359439,0.782775999,sadness,0.8
2249,dionne warwick,wishin' and hopin',1964,pop,wishin hopin thinkin prayin plannin dreamin night charm arm lookin share gotta hold kiss care care things like wear hair cause thinkin aprayin wishin hopin wishin hopin thinkin prayin plannin dreamin kiss start heart thinkin great true gotta hold kiss squeeze yeah gotta care things like wear hair cause thinkin aprayin wishin hopin wishin hopin thinkin prayin plannin dreamin kiss start heart thinkin great true gotta hold kiss squeeze yeah,70,0.001119821,0.001119821,0.001119821,0.001119821,0.049154127,0.001119821,0.356038055,0.068317196,0.325161078,0.001119821,0.001119821,0.001119821,0.032688196,0.111328355,0.001119821,0.001119821,0.771471894,0.70179217,0.379517449,0,0.641384996,0.333312512,romantic,0.8
2252,the beach boys,pom pom play girl,1964,pop,play girl play girl oooooo short skirt grass wonder team go kick pass oooooo know wave hand athinking bout sit stand little social clique song queen freshman sophomore wouldn see oooooo know think face body thing place oooooo head cheerleader date quarterback best friend go oooooo office spring ought telephone ring play girl wooooo play girl wooo play girl shake play girl wave poms play girl play girl play girl play girl play girl,74,0.000956938,0.000956938,0.000956938,0.000956938,0.000956938,0.000956938,0.000956938,0.130192317,0.000956938,0.305230147,0.193861191,0.000956938,0.021330676,0.292241152,0.000956938,0.000956938,0.492039424,0.702894649,0.216866684,0.00017004,0.973206925,0.797791483,music,0.8
2255,jerry lee lewis,"long, tall sally",1964,pop,gonna tell aunt bout uncle claim misery havin baby baby baby havin tonight long tall build speed uncle need baby baby baby havin tonight uncle bald head aunt come duck baby baby baby havin tonight gonna tonight gonna tonight tonight right tonight,42,0.465109227,0.093848191,0.001754386,0.306626251,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.337160186,0.723687921,0.054015114,0.028238866,0.879431162,0.891888515,night/time,0.8
2256,donovan,lalena,1964,pop,go time raise head life lalena blame lalena artytart ladeda sadder life lalena blame lalena hand hair paint face despair life lalena blame lalena go time raise head life lalena blame lalena artytart ladeda sadder life lalena blame lalena lalena,40,0.00228833,0.40431201,0.312372234,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.177457484,0.071533329,0.302501895,0.521575263,0.9176706,4.70E-05,0.367271228,0.178152511,violence,0.8
2261,brenda lee,i wonder,1964,pop,wonder little darling moonlit night hold tight wonder heart heart ache fool fool break maybe awaken mistake wonder baby lovers heart pain go travel travel travel travel fast sweetheart wonder little baby die heart come run wonder baby lovers heart pain go travel travel get fast sweetheart wonder wonder little baby think today million away wonder,56,0.094940187,0.001012146,0.001012146,0.001012146,0.001012146,0.054695431,0.09236422,0.090084729,0.001012146,0.001012146,0.232967901,0.001012146,0.001012146,0.001012146,0.421789638,0.001012146,0.506119354,0.623977643,0.81827291,0.000313765,0.449711459,0.168142188,sadness,0.8
2265,the drifters,let the music play,1964,pop,music play little longer little longer hold arm little longer music play little slower little slower hear tender sigh little longer music play magic go trumpet blow night beat slip away part break hearted till arm stay music play music play little slower till arm stay music play music play magic go trumpet blow night beat slip away part break hearted till arm stay music play music play little longer music play little longer music play little longer music play,80,0.00074129,0.00074129,0.00074129,0.00074129,0.00074129,0.224077057,0.109462892,0.00074129,0.00074129,0.424367381,0.00074129,0.047522063,0.00074129,0.00074129,0.184192549,0.00074129,0.609011156,0.437991949,0.386545569,8.48E-06,0.690849134,0.207182447,music,0.8
2270,the beach boys,keep an eye on summer,1964,pop,summer year summer say goodbye september word hear things letter summer yearearear soon graduate apart date wait wait look future tear,21,0.002923977,0.002923977,0.150905737,0.002923977,0.002923977,0.002923977,0.06270988,0.002923977,0.002923977,0.555535511,0.002923977,0.002923977,0.002923977,0.002923977,0.186989221,0.002923977,0.360987761,0.65925698,0.198794376,0.001032389,0.379637263,0.420402319,music,0.8
